[Wed Apr 28 16:11:07 2021] 3158 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.109 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:07 2021] 3168 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:07 2021] 3178 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:07 2021] 3188 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:07 2021] 3198 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:08 2021] 3208 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:08 2021] 3218 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:08 2021] 3228 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.140 sec between SIGUSR2
[Wed Apr 28 16:11:08 2021] 3238 SIGUSR1 sent, 2952 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.141 sec between SIGUSR2
[Wed Apr 28 16:11:09 2021] 3241 SIGUSR1 sent, 2959 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.110 sec between SIGUSR1, avg 0.141 sec between SIGUSR2
[Wed Apr 28 16:11:09 2021] 3241 SIGUSR1 sent, 2969 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.111 sec between SIGUSR1, avg 0.141 sec between SIGUSR2
[Wed Apr 28 16:11:10 2021] 3247 SIGUSR1 sent, 2973 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.111 sec between SIGUSR1, avg 0.141 sec between SIGUSR2
[Wed Apr 28 16:11:11 2021] 3257 SIGUSR1 sent, 2973 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.111 sec between SIGUSR1, avg 0.142 sec between SIGUSR2
[Wed Apr 28 16:11:11 2021] 3257 SIGUSR1 sent, 2983 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.111 sec between SIGUSR1, avg 0.142 sec between SIGUSR2
[Wed Apr 28 16:11:12 2021] 3265 SIGUSR1 sent, 2985 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.112 sec between SIGUSR1, avg 0.143 sec between SIGUSR2
[Wed Apr 28 16:11:13 2021] 3267 SIGUSR1 sent, 2993 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.112 sec between SIGUSR1, avg 0.143 sec between SIGUSR2
[Wed Apr 28 16:11:13 2021] 3267 SIGUSR1 sent, 3003 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.112 sec between SIGUSR1, avg 0.143 sec between SIGUSR2
[Wed Apr 28 16:11:13 2021] 3267 SIGUSR1 sent, 3013 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.112 sec between SIGUSR1, avg 0.143 sec between SIGUSR2
[Wed Apr 28 16:11:13 2021] 3267 SIGUSR1 sent, 3023 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.112 sec between SIGUSR1, avg 0.143 sec between SIGUSR2
[Wed Apr 28 16:11:14 2021] 3274 SIGUSR1 sent, 3026 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.113 sec between SIGUSR1, avg 0.144 sec between SIGUSR2
[Wed Apr 28 16:11:14 2021] 3284 SIGUSR1 sent, 3026 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.113 sec between SIGUSR1, avg 0.144 sec between SIGUSR2
[Wed Apr 28 16:11:15 2021] 3291 SIGUSR1 sent, 3029 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.113 sec between SIGUSR1, avg 0.144 sec between SIGUSR2
[Wed Apr 28 16:11:15 2021] 3291 SIGUSR1 sent, 3039 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.113 sec between SIGUSR1, avg 0.144 sec between SIGUSR2
[Wed Apr 28 16:11:16 2021] 3291 SIGUSR1 sent, 3049 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.113 sec between SIGUSR1, avg 0.145 sec between SIGUSR2
[Wed Apr 28 16:11:17 2021] 3293 SIGUSR1 sent, 3057 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.114 sec between SIGUSR1, avg 0.145 sec between SIGUSR2
[Wed Apr 28 16:11:18 2021] 3302 SIGUSR1 sent, 3058 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.114 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:18 2021] 3302 SIGUSR1 sent, 3068 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.114 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:18 2021] 3302 SIGUSR1 sent, 3078 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.114 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:18 2021] 3302 SIGUSR1 sent, 3088 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.114 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:18 2021] 3302 SIGUSR1 sent, 3098 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.114 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:19 2021] 3303 SIGUSR1 sent, 3107 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.115 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:19 2021] 3313 SIGUSR1 sent, 3107 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.115 sec between SIGUSR1, avg 0.146 sec between SIGUSR2
[Wed Apr 28 16:11:19 2021] 3323 SIGUSR1 sent, 3107 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.115 sec between SIGUSR1, avg 0.147 sec between SIGUSR2
[Wed Apr 28 16:11:20 2021] 3330 SIGUSR1 sent, 3110 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.115 sec between SIGUSR1, avg 0.147 sec between SIGUSR2
[Wed Apr 28 16:11:20 2021] 3330 SIGUSR1 sent, 3120 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.115 sec between SIGUSR1, avg 0.147 sec between SIGUSR2
[Wed Apr 28 16:11:21 2021] 3334 SIGUSR1 sent, 3126 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.116 sec between SIGUSR1, avg 0.147 sec between SIGUSR2
[Wed Apr 28 16:11:21 2021] 3344 SIGUSR1 sent, 3126 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.116 sec between SIGUSR1, avg 0.148 sec between SIGUSR2
[Wed Apr 28 16:11:22 2021] 3345 SIGUSR1 sent, 3135 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.116 sec between SIGUSR1, avg 0.148 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3145 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.116 sec between SIGUSR1, avg 0.148 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3155 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.116 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3165 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.116 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3175 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3185 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3195 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:23 2021] 3345 SIGUSR1 sent, 3205 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:24 2021] 3350 SIGUSR1 sent, 3210 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:24 2021] 3360 SIGUSR1 sent, 3210 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:24 2021] 3370 SIGUSR1 sent, 3210 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.149 sec between SIGUSR2
[Wed Apr 28 16:11:25 2021] 3379 SIGUSR1 sent, 3211 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.150 sec between SIGUSR2
[Wed Apr 28 16:11:25 2021] 3379 SIGUSR1 sent, 3221 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.117 sec between SIGUSR1, avg 0.150 sec between SIGUSR2
[Wed Apr 28 16:11:25 2021] 3379 SIGUSR1 sent, 3231 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.118 sec between SIGUSR1, avg 0.150 sec between SIGUSR2
[Wed Apr 28 16:11:26 2021] 3388 SIGUSR1 sent, 3232 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.118 sec between SIGUSR1, avg 0.150 sec between SIGUSR2
[Wed Apr 28 16:11:27 2021] 3395 SIGUSR1 sent, 3235 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.118 sec between SIGUSR1, avg 0.151 sec between SIGUSR2
[Wed Apr 28 16:11:28 2021] 3396 SIGUSR1 sent, 3244 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.119 sec between SIGUSR1, avg 0.151 sec between SIGUSR2
[Wed Apr 28 16:11:29 2021] 3406 SIGUSR1 sent, 3244 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.119 sec between SIGUSR1, avg 0.152 sec between SIGUSR2
[Wed Apr 28 16:11:29 2021] 3406 SIGUSR1 sent, 3254 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.119 sec between SIGUSR1, avg 0.152 sec between SIGUSR2
[Wed Apr 28 16:11:29 2021] 3406 SIGUSR1 sent, 3264 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.119 sec between SIGUSR1, avg 0.152 sec between SIGUSR2
[Wed Apr 28 16:11:29 2021] 3406 SIGUSR1 sent, 3274 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.119 sec between SIGUSR1, avg 0.152 sec between SIGUSR2
[Wed Apr 28 16:11:30 2021] 3406 SIGUSR1 sent, 3284 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.119 sec between SIGUSR1, avg 0.152 sec between SIGUSR2
[Wed Apr 28 16:11:30 2021] 3416 SIGUSR1 sent, 3284 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.120 sec between SIGUSR1, avg 0.153 sec between SIGUSR2
[Wed Apr 28 16:11:30 2021] 3426 SIGUSR1 sent, 3284 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.120 sec between SIGUSR1, avg 0.153 sec between SIGUSR2
[Wed Apr 28 16:11:31 2021] 3436 SIGUSR1 sent, 3284 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.120 sec between SIGUSR1, avg 0.153 sec between SIGUSR2
[Wed Apr 28 16:11:31 2021] 3446 SIGUSR1 sent, 3284 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.120 sec between SIGUSR1, avg 0.153 sec between SIGUSR2
[Wed Apr 28 16:11:32 2021] 3448 SIGUSR1 sent, 3292 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.120 sec between SIGUSR1, avg 0.154 sec between SIGUSR2
[Wed Apr 28 16:11:33 2021] 3452 SIGUSR1 sent, 3298 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.121 sec between SIGUSR1, avg 0.154 sec between SIGUSR2
[Wed Apr 28 16:11:34 2021] 3459 SIGUSR1 sent, 3301 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.121 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:34 2021] 3459 SIGUSR1 sent, 3311 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.121 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:34 2021] 3459 SIGUSR1 sent, 3321 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.121 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:34 2021] 3459 SIGUSR1 sent, 3331 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.121 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:34 2021] 3459 SIGUSR1 sent, 3341 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.121 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:34 2021] 3459 SIGUSR1 sent, 3351 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.122 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:35 2021] 3467 SIGUSR1 sent, 3353 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.122 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:35 2021] 3477 SIGUSR1 sent, 3353 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.122 sec between SIGUSR1, avg 0.155 sec between SIGUSR2
[Wed Apr 28 16:11:35 2021] 3487 SIGUSR1 sent, 3353 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.122 sec between SIGUSR1, avg 0.156 sec between SIGUSR2
[Wed Apr 28 16:11:36 2021] 3488 SIGUSR1 sent, 3362 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.122 sec between SIGUSR1, avg 0.156 sec between SIGUSR2
[Wed Apr 28 16:11:36 2021] 3488 SIGUSR1 sent, 3372 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.122 sec between SIGUSR1, avg 0.156 sec between SIGUSR2
[Wed Apr 28 16:11:37 2021] 3497 SIGUSR1 sent, 3373 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.123 sec between SIGUSR1, avg 0.157 sec between SIGUSR2
[Wed Apr 28 16:11:38 2021] 3507 SIGUSR1 sent, 3373 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.123 sec between SIGUSR1, avg 0.157 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3375 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.123 sec between SIGUSR1, avg 0.157 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3385 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.123 sec between SIGUSR1, avg 0.157 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3395 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.123 sec between SIGUSR1, avg 0.157 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3405 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.123 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3415 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3425 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3435 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:39 2021] 3515 SIGUSR1 sent, 3445 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:40 2021] 3518 SIGUSR1 sent, 3452 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:40 2021] 3528 SIGUSR1 sent, 3452 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:40 2021] 3538 SIGUSR1 sent, 3452 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:40 2021] 3548 SIGUSR1 sent, 3452 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.158 sec between SIGUSR2
[Wed Apr 28 16:11:41 2021] 3550 SIGUSR1 sent, 3460 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.124 sec between SIGUSR1, avg 0.159 sec between SIGUSR2
[Wed Apr 28 16:11:41 2021] 3550 SIGUSR1 sent, 3470 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.125 sec between SIGUSR1, avg 0.159 sec between SIGUSR2
[Wed Apr 28 16:11:42 2021] 3556 SIGUSR1 sent, 3474 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.125 sec between SIGUSR1, avg 0.159 sec between SIGUSR2
[Wed Apr 28 16:11:43 2021] 3566 SIGUSR1 sent, 3474 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.125 sec between SIGUSR1, avg 0.160 sec between SIGUSR2
[Wed Apr 28 16:11:43 2021] 3566 SIGUSR1 sent, 3484 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.125 sec between SIGUSR1, avg 0.160 sec between SIGUSR2
[Wed Apr 28 16:11:44 2021] 3573 SIGUSR1 sent, 3487 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.126 sec between SIGUSR1, avg 0.160 sec between SIGUSR2
[Wed Apr 28 16:11:45 2021] 3577 SIGUSR1 sent, 3493 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.126 sec between SIGUSR1, avg 0.161 sec between SIGUSR2
[Wed Apr 28 16:11:45 2021] 3577 SIGUSR1 sent, 3503 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.126 sec between SIGUSR1, avg 0.161 sec between SIGUSR2
[Wed Apr 28 16:11:45 2021] 3577 SIGUSR1 sent, 3513 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.126 sec between SIGUSR1, avg 0.161 sec between SIGUSR2
[Wed Apr 28 16:11:45 2021] 3577 SIGUSR1 sent, 3523 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.126 sec between SIGUSR1, avg 0.161 sec between SIGUSR2
[Wed Apr 28 16:11:46 2021] 3577 SIGUSR1 sent, 3533 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.126 sec between SIGUSR1, avg 0.161 sec between SIGUSR2
[Wed Apr 28 16:11:46 2021] 3577 SIGUSR1 sent, 3543 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.127 sec between SIGUSR1, avg 0.162 sec between SIGUSR2
[Wed Apr 28 16:11:46 2021] 3577 SIGUSR1 sent, 3553 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.127 sec between SIGUSR1, avg 0.162 sec between SIGUSR2
[Wed Apr 28 16:11:47 2021] 3586 SIGUSR1 sent, 3554 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.127 sec between SIGUSR1, avg 0.162 sec between SIGUSR2
[Wed Apr 28 16:11:48 2021] 3595 SIGUSR1 sent, 3555 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.127 sec between SIGUSR1, avg 0.162 sec between SIGUSR2
[Wed Apr 28 16:11:48 2021] 3595 SIGUSR1 sent, 3565 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.163 sec between SIGUSR2
[Wed Apr 28 16:11:49 2021] 3602 SIGUSR1 sent, 3568 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.163 sec between SIGUSR2
[Wed Apr 28 16:11:50 2021] 3606 SIGUSR1 sent, 3574 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:50 2021] 3606 SIGUSR1 sent, 3584 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:50 2021] 3606 SIGUSR1 sent, 3594 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:50 2021] 3606 SIGUSR1 sent, 3604 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:50 2021] 3606 SIGUSR1 sent, 3614 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.128 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:50 2021] 3606 SIGUSR1 sent, 3624 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.129 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:51 2021] 3615 SIGUSR1 sent, 3625 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.129 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:51 2021] 3625 SIGUSR1 sent, 3625 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.129 sec between SIGUSR1, avg 0.164 sec between SIGUSR2
[Wed Apr 28 16:11:51 2021] 3635 SIGUSR1 sent, 3625 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.129 sec between SIGUSR1, avg 0.165 sec between SIGUSR2
[Wed Apr 28 16:11:52 2021] 3637 SIGUSR1 sent, 3633 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.129 sec between SIGUSR1, avg 0.165 sec between SIGUSR2
[Wed Apr 28 16:11:52 2021] 3637 SIGUSR1 sent, 3643 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.129 sec between SIGUSR1, avg 0.165 sec between SIGUSR2
[Wed Apr 28 16:11:53 2021] 3645 SIGUSR1 sent, 3645 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.130 sec between SIGUSR1, avg 0.165 sec between SIGUSR2
[Wed Apr 28 16:11:54 2021] 3655 SIGUSR1 sent, 3645 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.130 sec between SIGUSR1, avg 0.166 sec between SIGUSR2
[Wed Apr 28 16:11:55 2021] 3664 SIGUSR1 sent, 3646 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.130 sec between SIGUSR1, avg 0.166 sec between SIGUSR2
[Wed Apr 28 16:11:56 2021] 3665 SIGUSR1 sent, 3655 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.131 sec between SIGUSR1, avg 0.167 sec between SIGUSR2
[Wed Apr 28 16:11:56 2021] 3675 SIGUSR1 sent, 3655 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.131 sec between SIGUSR1, avg 0.167 sec between SIGUSR2
